DATAFLOW,MEASURE,INDEX,TSEST,REGION,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,OBS_STATUS,DECIMALS,OBS_COMMENT,BASE_PERIOD
ABS:CPI(2.0.0),1,10001,10,50,Q,2018-Q4,79.2,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2018-Q3,78.8,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2018-Q2,78.5,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2018-Q1,78.2,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2017-Q4,77.9,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2017-Q3,77.4,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2017-Q2,76.9,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2017-Q1,76.7,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2016-Q4,76.4,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2016-Q3,76,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2016-Q2,75.5,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2016-Q1,75.1,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2015-Q4,75.3,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2015-Q3,75,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2015-Q2,74.7,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2015-Q1,74.2,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2014-Q4,74,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2014-Q3,73.9,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2014-Q2,73.6,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2014-Q1,73.2,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2013-Q4,72.8,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2013-Q3,72.3,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2013-Q2,71.4,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2013-Q1,71.1,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2012-Q4,70.9,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2012-Q3,70.7,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2012-Q2,69.7,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2012-Q1,69.4,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2011-Q4,69.3,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2011-Q3,69.3,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2011-Q2,68.9,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2011-Q1,68.3,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2010-Q4,67.3,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2010-Q3,67,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2010-Q2,66.5,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2010-Q1,66.1,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2009-Q4,65.5,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2009-Q3,65.2,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2009-Q2,64.6,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2009-Q1,64.2,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2008-Q4,64.2,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2008-Q3,64.4,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2008-Q2,63.6,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2008-Q1,62.7,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2007-Q4,61.9,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2007-Q3,61.3,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2007-Q2,60.9,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2007-Q1,60.2,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2006-Q4,60.1,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2006-Q3,60.2,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2006-Q2,59.7,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2006-Q1,58.7,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2005-Q4,58.2,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2005-Q3,57.9,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2005-Q2,57.4,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2005-Q1,57,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2004-Q4,56.6,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2004-Q3,56.2,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2004-Q2,56,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2004-Q1,55.7,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2003-Q4,55.2,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2003-Q3,54.9,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2003-Q2,54.6,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2003-Q1,54.6,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2002-Q4,53.9,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2002-Q3,53.6,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2002-Q2,53.2,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2002-Q1,52.8,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2001-Q4,52.4,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2001-Q3,51.9,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2001-Q2,51.7,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2001-Q1,51.3,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2000-Q4,50.8,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2000-Q3,50.6,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2000-Q2,48.8,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,2000-Q1,48.4,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1999-Q4,48,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1999-Q3,47.7,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1999-Q2,47.3,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1999-Q1,47.1,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1998-Q4,47.1,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1998-Q3,46.9,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1998-Q2,46.8,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1998-Q1,46.5,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1997-Q4,46.4,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1997-Q3,46.3,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1997-Q2,46.5,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1997-Q1,46.6,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1996-Q4,46.5,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1996-Q3,46.4,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1996-Q2,46.3,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1996-Q1,46,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1995-Q4,45.8,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1995-Q3,45.5,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1995-Q2,44.9,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1995-Q1,44.3,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1994-Q4,43.6,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1994-Q3,43.3,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1994-Q2,43,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1994-Q1,42.7,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1993-Q4,42.5,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1993-Q3,42.5,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1993-Q2,42.3,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1993-Q1,42.1,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1992-Q4,41.7,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1992-Q3,41.5,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1992-Q2,41.5,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1992-Q1,41.6,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1991-Q4,41.6,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1991-Q3,41.2,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1991-Q2,41,,,,,
